dummy_country,dummy_sales_parent,dummy_brand,dummy_nameplate,dummy_propulsion_system,dummy_segment,dummy_sub_segment,dummy_platform,dummy_s_program_name,dummy_power_kw,report_month,sales_volume
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-09,55
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-10,86
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-11,74
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2025-12,36
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-01,73
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-02,7
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-03,33
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-04,6
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-05,81
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-06,90
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-07,69
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-08,93
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-09,96
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-10,66
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-11,22
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2026-12,24
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-01,19
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-02,56
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-03,23
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-04,36
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-05,98
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-06,62
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-07,4
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-08,59
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-09,30
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-10,73
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-11,80
France,Mercedes,Mercedes,3-Series,ICE,E,Sedan,XC18,MM120,240,2027-12,87
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-01,73
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-02,52
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-03,13
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-04,2
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-05,36
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-06,82
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-07,77
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-08,18
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-09,72
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-10,60
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-11,13
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2024-12,5
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-01,17
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-02,56
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-03,42
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-04,13
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-05,47
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-06,89
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-07,6
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-08,23
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-09,43
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-10,50
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-11,5
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2025-12,85
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-01,89
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-02,17
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-03,40
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-04,72
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-05,69
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-06,80
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-07,28
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-08,39
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-09,28
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-10,58
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-11,43
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2026-12,5
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-01,1
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-02,97
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-03,71
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-04,90
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-05,50
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-06,73
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-07,82
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-08,81
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-09,29
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-10,36
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-11,66
France,Mercedes,Mercedes,5-Series,ICE,B,Sedan,XX10,MN10,180,2027-12,24
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-01,46
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-02,52
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-03,21
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-04,71
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-05,35
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-06,29
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-07,67
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-08,59
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-09,77
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-10,92
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-11,90
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2024-12,3
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-01,16
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-02,29
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-03,25
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-04,97
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-05,85
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-06,0
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-07,79
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-08,70
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-09,22
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-10,96
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-11,81
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2025-12,11
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-01,3
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-02,94
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-03,99
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-04,38
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-05,72
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-06,51
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-07,32
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-08,74
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-09,31
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-10,29
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-11,29
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2026-12,86
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-01,47
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-02,52
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-03,53
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-04,26
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-05,17
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-06,44
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-07,14
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-08,77
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-09,51
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-10,10
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-11,53
France,Mercedes,Mercedes,3-Series,BEV,E,Sedan,XC20,MN76,0,2027-12,15
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-01,71
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-02,60
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-03,35
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-04,79
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-05,28
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-06,2
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-07,2
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-08,11
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-09,23
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-10,0
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-11,46
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2024-12,29
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-01,40
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-02,5
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-03,51
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-04,54
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-05,22
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-06,91
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-07,43
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-08,16
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-09,30
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-10,54
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-11,84
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2025-12,47
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-01,74
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-02,43
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-03,18
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-04,88
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-05,55
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-06,24
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-07,77
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-08,71
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-09,42
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-10,21
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-11,43
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2026-12,55
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-01,22
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-02,35
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-03,70
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-04,64
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-05,16
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-06,19
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-07,24
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-08,33
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-09,78
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-10,35
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-11,32
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,F8,VC10,240,2027-12,24
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-01,85
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-02,60
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-03,72
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-04,52
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-05,64
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-06,83
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-07,76
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-08,31
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-09,4
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-10,14
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-11,33
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2024-12,82
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-01,38
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-02,48
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-03,85
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-04,40
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-05,31
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-06,19
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-07,48
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-08,3
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-09,1
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-10,9
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-11,99
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2025-12,10
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-01,40
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-02,32
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-03,82
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-04,45
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-05,56
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-06,82
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-07,91
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-08,38
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-09,3
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-10,18
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-11,71
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2026-12,31
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-01,53
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-02,41
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-03,15
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-04,9
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-05,2
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-06,74
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-07,6
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-08,80
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-09,77
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-10,61
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-11,19
Italy,Alfa Romeo,Alfa Romeo,Guilia,ICE,E,Sedan,XX10,VC12,210,2027-12,35
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-01,81
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-02,52
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-03,89
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-04,77
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-05,42
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-06,68
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-07,13
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-08,78
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-09,57
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-10,55
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-11,61
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2024-12,69
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-01,44
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-02,81
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-03,16
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-04,33
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-05,81
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-06,26
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-07,20
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-08,10
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-09,56
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-10,78
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-11,7
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2025-12,37
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-01,4
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-02,56
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-03,9
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-04,50
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-05,84
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-06,82
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-07,96
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-08,18
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-09,1
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-10,8
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-11,57
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2026-12,18
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-01,2
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-02,100
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-03,63
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-04,71
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-05,1
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-06,48
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-07,3
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-08,71
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-09,68
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-10,55
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-11,41
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F2,VC16,0,2027-12,56
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F10,VC20,0,2024-01,6
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F10,VC20,0,2024-02,2
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F10,VC20,0,2024-03,43
Italy,Alfa Romeo,Alfa Romeo,Guilia,BEV,E,Sedan,F10,VC20,0,2024-04,14
